City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,uturoa,-16.7333,-151.4333,297.78,65,65,5.41,PF,1692653145
363,banjarmasin,-3.3244,114.591,296.23,83,22,1.67,ID,1692653147
364,gumdag,39.2061,54.5906,299.43,55,0,2.79,TM,1692653148
365,nova sintra,14.8667,-24.7167,297.54,79,71,3.5,CV,1692652578
366,fada,9.5667,8.3,294.7,90,81,0.71,NG,1692653149
367,newport,51.5877,-2.9984,291.61,84,81,2.68,GB,1692653150
368,olyokminsk,60.3736,120.4264,281.48,89,19,1.01,RU,1692653151
369,dambulla,7.86,80.6517,297.11,89,100,3.16,LK,1692653152
370,hassi messaoud,31.6804,6.0729,307.07,20,0,2.57,DZ,1692653153
371,dom pedrito,-30.9828,-54.6731,291.01,87,1,2.8,BR,1692652976
372,orsta,62.2029,6.1272,289.25,88,20,0.0,NO,1692653154
373,rabaul,-4.1967,152.1721,298.69,83,100,2.88,PG,1692653156
374,spearfish,44.4908,-103.8594,312.19,52,0,5.14,US,1692653073
375,karaton,-6.3424,106.1045,294.86,94,10,0.79,ID,1692653158
376,eyl,7.9803,49.8164,298.46,85,52,8.37,SO,1692653159
377,uirauna,-6.5183,-38.4122,303.76,32,5,2.77,BR,1692653160
378,liwale,-9.7667,37.9333,293.56,78,0,2.36,TZ,1692653161
379,molteno,-31.3968,26.3625,282.27,44,6,4.54,ZA,1692653161
380,freeport,40.6576,-73.5832,305.47,59,75,6.17,US,1692653162
381,happy valley-goose bay,53.3168,-60.3315,291.32,59,75,5.66,CA,1692653164
382,xiazhen,34.8022,117.1117,295.84,96,1,2.6,CN,1692653164
383,zeya,53.75,127.2667,286.47,82,100,2.16,RU,1692653167
384,awjilah,29.1081,21.2869,305.19,27,0,2.62,LY,1692653168
385,serang,-6.1149,106.1502,297.13,86,9,1.51,ID,1692653169
386,kailua-kona,19.6406,-155.9956,303.86,71,40,3.6,US,1692653170
387,bac lieu,9.285,105.7244,299.31,85,26,3.63,VN,1692653171
388,trairi,-3.2778,-39.2689,298.77,84,79,5.9,BR,1692653172
389,piacabucu,-10.4056,-36.4344,297.49,86,43,3.17,BR,1692653174
390,souillac,-20.5167,57.5167,295.36,83,20,2.06,MU,1692653175
391,labytnangi,66.6572,66.4183,283.12,81,99,3.46,RU,1692653175
392,wewak,-3.5534,143.6268,297.74,89,94,3.08,PG,1692653177
393,rio grande,-32.035,-52.0986,290.21,84,44,4.95,BR,1692652641
394,wick,58.4333,-3.0833,290.18,77,92,6.17,GB,1692653179
395,sao vicente,-23.9631,-46.3919,300.25,78,0,0.0,BR,1692652667
396,dzhetygara,52.1908,61.2006,291.85,51,52,1.91,KZ,1692653180
397,cabo san lucas,22.8909,-109.9124,306.82,66,75,4.63,MX,1692653009
398,genhe,50.7833,121.5167,284.16,97,100,1.86,CN,1692653182
399,les cayes,18.2,-73.75,303.91,68,29,2.27,HT,1692653183
400,curuca,-0.7289,-47.8481,298.81,86,86,3.2,BR,1692653184
401,emkhomazi,-30.2067,30.7978,290.52,68,0,3.79,ZA,1692653185
402,paradip garh,20.3167,86.6167,301.05,86,96,5.58,IN,1692653186
403,contamana,-7.3333,-75.0167,312.1,24,51,1.49,PE,1692653187
404,juruti,-2.1522,-56.0922,308.86,29,29,2.79,BR,1692653189
405,lai,9.3952,16.2989,297.82,81,70,0.72,TD,1692653190
406,nouadhibou,20.931,-17.0347,301.14,65,20,5.14,MR,1692653191
407,at taj,24.2049,23.2857,302.46,25,0,4.76,LY,1692653193
408,likiep,9.8251,169.3107,301.09,72,54,2.77,MH,1692653194
409,cill airne,52.05,-9.5167,288.2,92,49,3.62,IE,1692653195
410,arraial do cabo,-22.9661,-42.0278,295.13,83,0,2.06,BR,1692653196
411,westport,41.1415,-73.3579,304.42,68,20,3.09,US,1692653197
412,fauske,67.2588,15.3918,287.17,99,100,1.66,NO,1692653198
413,sisimiut,66.9395,-53.6735,282.77,85,100,2.79,GL,1692653199
414,kerikeri,-35.2268,173.9474,285.32,91,91,0.89,NZ,1692653199
415,port pirie,-33.1833,138.0167,282.56,83,13,5.12,AU,1692653119
416,akureyri,65.6835,-18.0878,280.11,70,0,6.17,IS,1692653201
417,mogocha,53.7333,119.7667,282.14,97,96,1.76,RU,1692653202
418,kuanda,56.3161,116.0806,284.2,93,74,0.74,RU,1692653203
419,utrik,11.2278,169.8474,301.49,75,100,4.85,MH,1692653204
420,mutoko,-17.397,32.2268,290.48,39,10,1.61,ZW,1692653205
421,quchan,37.106,58.5095,292.58,46,0,2.02,IR,1692653205
422,turkmenbasy,40.0222,52.9552,294.58,78,0,0.0,TM,1692653206
423,freetown,8.484,-13.2299,298.43,89,100,2.83,SL,1692653207
424,sao gabriel da cachoeira,-0.1303,-67.0892,307.8,44,78,1.61,BR,1692653047
425,tisul',55.7611,88.3122,285.92,96,59,1.51,RU,1692653209
426,terenozek,45.05,64.9833,295.43,40,18,1.72,KZ,1692653210
427,trujillo,-8.116,-79.03,296.13,78,66,5.14,PE,1692653098
428,carmo do rio claro,-20.9719,-46.1189,295.76,40,2,2.8,BR,1692653211
429,balykshi,47.0667,51.8667,299.15,44,0,2.0,KZ,1692653212
430,kidal,18.4411,1.4078,304.15,40,100,3.57,ML,1692653213
431,tsiombe,-25.3,45.4833,292.27,87,7,3.98,MG,1692652664
432,timbuktu,16.7735,-3.0074,307.62,36,37,0.7,ML,1692653214
433,el calafate,-50.3408,-72.2768,274.5,94,100,0.27,AR,1692653216
434,jeremie,18.65,-74.1167,304.32,60,7,2.51,HT,1692653216
435,perryton,36.4,-100.8027,311.59,21,0,5.14,US,1692653217
436,pyu,18.4833,96.4333,297.64,98,100,1.63,MM,1692653218
437,juneau,58.3019,-134.4197,293.76,83,40,3.6,US,1692653219
438,manadhoo,5.7667,73.3833,301.07,77,55,5.17,MV,1692653220
439,aberdeen,57.1437,-2.0981,290.12,79,36,5.66,GB,1692652930
440,vavoua,7.3819,-6.4778,295.74,97,24,0.82,CI,1692653221
441,vega de alatorre,20.0333,-96.6333,302.23,71,41,6.45,MX,1692653224
442,yarmouth,41.7057,-70.2286,301.41,69,0,3.6,US,1692652675
443,tshabong,-26.05,22.45,285.96,18,0,4.24,BW,1692653226
444,camayenne,9.535,-13.6878,299.2,94,75,5.14,GN,1692653227
445,le port,-20.9373,55.2919,293.13,92,31,1.36,RE,1692653228
446,holualoa,19.6228,-155.9522,301.79,72,40,3.6,US,1692653229
447,ghardaia,32.4909,3.6735,305.79,17,0,2.57,DZ,1692653230
448,rongelap,11.1635,166.8941,300.95,73,63,2.05,MH,1692653231
449,urla,38.3229,26.764,304.37,53,2,3.98,TR,1692653232
450,namibe,-15.1961,12.1522,291.87,89,70,1.39,AO,1692653233
451,harpenden,51.8168,-0.3571,292.68,79,95,2.57,GB,1692653234
452,massenya,11.4039,16.1705,299.46,71,47,0.94,TD,1692653176
453,antsiranana,-12.2787,49.2917,295.76,76,4,6.36,MG,1692653235
454,codrington,-38.2667,141.9667,283.1,89,100,4.4,AU,1692653236
455,sanger,36.708,-119.556,305.44,49,0,5.14,US,1692653114
456,cole harbour,44.6724,-63.4751,293.81,91,100,1.54,CA,1692653238
457,san jose de jachal,-30.2406,-68.7469,298.63,6,0,16.76,AR,1692653239
458,tamiahua,21.2667,-97.45,304.65,57,16,6.47,MX,1692653240
459,urangan,-25.3,152.9,291.02,76,3,1.7,AU,1692653241
460,eureka,40.8021,-124.1637,296.86,76,100,4.47,US,1692653243
461,uyuni,-20.4597,-66.825,283.29,11,7,3.18,BO,1692653244
462,cartagena,10.3997,-75.5144,299.94,89,20,5.14,CO,1692653191
463,fuxin,42.0156,121.6589,291.17,96,22,2.09,CN,1692653246
464,sona,45.4388,10.8255,301.9,69,0,2.06,IT,1692653246
465,bovalino,38.149,16.174,301.12,65,95,3.19,IT,1692653248
466,mermoz boabab,14.7065,-17.4758,302.03,84,40,0.0,SN,1692653249
467,puerto deseado,-47.7503,-65.8938,280.48,83,100,4.96,AR,1692653250
468,northam,51.0333,-4.2167,291.09,93,75,5.13,GB,1692653251
469,borovichi,58.3878,33.9155,285.03,74,13,1.34,RU,1692653252
470,fuglafjordur,62.244,-6.814,285.41,98,96,9.67,FO,1692653253
471,hemsby,52.6971,1.6918,293.28,81,92,5.07,GB,1692653253
472,obigarm,38.7173,69.7088,293.2,25,0,1.67,TJ,1692653254
473,koyulhisar,40.3025,37.8311,290.66,90,0,1.09,TR,1692653255
474,aswan,24.0934,32.907,306.85,16,9,7.63,EG,1692653256
475,hadibu,12.65,54.0333,299.72,81,22,6.34,YE,1692653257
476,fortuna,40.5982,-124.1573,292.34,78,0,5.14,US,1692653258
477,san antonio de pale,-1.4014,5.6325,296.13,88,45,4.34,GQ,1692653259
478,inari,68.906,27.0288,280.26,83,93,1.64,FI,1692653260
479,castillos,-34.1667,-53.8333,286.18,76,98,3.26,UY,1692653261
480,tarasovskiy,48.7292,40.3636,295.8,57,51,3.68,RU,1692653263
481,namtsy,62.7161,129.6658,280.89,68,36,1.71,RU,1692653264
482,coronel suarez,-37.4547,-61.9334,284.22,81,100,3.35,AR,1692653265
483,motueka,-41.1333,173.0167,279.87,69,29,1.24,NZ,1692653266
484,kalmunai,7.4167,81.8167,299.69,79,99,4.21,LK,1692653267
485,zhigalovo,54.8097,105.1578,284.92,88,100,0.56,RU,1692653268
486,ouesso,1.6136,16.0517,297.18,86,91,1.01,CG,1692653269
487,tralee,52.2704,-9.7026,288.86,91,48,4.43,IE,1692653269
488,guastatoya,14.8539,-90.0647,302.11,72,82,1.86,GT,1692653270
489,ibi,38.6253,-0.5723,296.99,81,0,0.85,ES,1692653271
490,necochea,-38.5473,-58.7368,282.69,91,100,6.07,AR,1692653272
491,bomdila,27.25,92.4,289.38,100,100,0.83,IN,1692653273
492,mbanza kongo,-6.267,14.2401,295.7,75,3,3.23,AO,1692653274
493,palapye,-22.546,27.1251,295.56,20,0,1.53,BW,1692653274
494,falam,22.9167,93.6833,290.43,97,100,1.56,MM,1692653275
495,shingu,33.7333,135.9833,298.92,88,17,3.07,JP,1692653276
496,hobyo,5.3505,48.5268,298.26,88,59,8.57,SO,1692653277
497,muang khong,14.1167,105.85,296.8,99,100,1.33,LA,1692653278
498,porto novo,6.4965,2.6036,299.05,92,8,2.48,BJ,1692653278
499,taligaman,8.9044,125.6558,295.48,97,100,0.37,PH,1692653279
500,new plymouth,-39.0667,174.0833,281.1,79,10,3.52,NZ,1692653167
501,galesong,-5.3166,119.3661,292.16,61,9,2.32,ID,1692653281
502,pathein,16.7833,94.7333,299.21,88,100,1.9,MM,1692653283
503,muzaffarabad,34.37,73.4711,298.2,83,18,2.06,PK,1692653284
504,juan griego,11.0817,-63.9655,309.22,46,66,7.72,VE,1692653285
505,takoradi,4.8845,-1.7554,297.36,93,93,3.14,GH,1692653286
506,dzerzhinskoye,56.8344,95.2283,284.29,93,7,0.69,RU,1692653287
507,lillehammer,61.1146,10.4674,285.74,90,57,2.16,NO,1692652695
508,bosaso,11.2842,49.1816,306.77,44,95,7.73,SO,1692653289
509,akrehamn,59.2667,5.1833,288.94,88,75,4.12,NO,1692653289
510,cabinda,-5.55,12.2,297.23,88,100,3.09,AO,1692653290
511,kirensk,57.7853,108.1119,286.42,94,100,0.8,RU,1692653293
512,petropavlovsk-kamchatsky,53.0452,158.6483,287.48,100,0,3.0,RU,1692653295
513,vidyayevo,69.3191,32.8049,282.2,87,100,2.25,RU,1692653296
514,rabo de peixe,37.8,-25.5833,294.88,83,20,5.66,PT,1692653297
515,estevan,49.1334,-102.9842,288.26,88,100,6.17,CA,1692653236
516,yemva,62.59,50.8594,279.95,98,100,2.36,RU,1692653298
517,san antonio oeste,-40.7319,-64.9477,288.37,34,100,13.74,AR,1692653300
518,ambagarh chauki,20.7833,80.7167,296.73,96,99,2.63,IN,1692653300
519,birao,10.2849,22.7882,296.71,88,99,1.73,CF,1692653301
520,shanwei,22.782,115.3475,301.16,83,100,2.35,CN,1692653302
521,howard springs,-12.497,131.047,294.1,68,8,1.66,AU,1692653303
522,kletskaya,49.3145,43.0584,297.11,41,49,1.85,RU,1692653304
523,bukama,-9.2,25.85,300.02,27,3,0.85,CD,1692653305
524,kirakira,-10.4544,161.9205,299.8,86,96,6.84,SB,1692653306
525,novyy urengoy,66.0833,76.6333,285.25,56,100,2.47,RU,1692653075
526,mata-utu,-13.2816,-176.1745,301.02,70,2,7.98,WF,1692653308
527,ararat,39.8317,44.7049,299.34,43,14,2.11,AM,1692653309
528,lalmonirhat,25.9124,89.4473,301.17,77,100,2.84,BD,1692653310
529,ad dilam,23.9915,47.1627,309.38,19,63,2.85,SA,1692653311
530,soderhamn,61.3037,17.0592,286.46,67,100,1.68,SE,1692653312
531,corinto,37.9407,22.9573,303.65,37,0,3.66,GR,1692653313
532,khorixas,-20.3667,14.9667,290.98,19,3,1.68,NA,1692653314
533,thunder bay,48.4001,-89.3168,295.1,53,75,2.06,CA,1692653189
534,kashgar,39.4547,75.9797,301.71,24,40,3.0,CN,1692653315
535,kuta,-8.7233,115.1723,299.12,78,75,6.26,ID,1692653317
536,midvagur,62.0511,-7.1939,285.61,100,100,9.26,FO,1692653318
537,tual,-5.6667,132.75,298.46,84,42,9.41,ID,1692653319
538,priargunsk,50.3691,119.1012,288.04,60,100,2.33,RU,1692653320
539,nikolayevsk-on-amure,53.1406,140.73,292.21,68,100,0.99,RU,1692653321
540,prince rupert,54.3161,-130.3201,292.2,70,0,4.12,CA,1692653321
541,el alto,-4.2714,-81.2147,296.96,75,80,6.9,PE,1692653322
542,menongue,-14.6585,17.691,289.79,18,3,1.86,AO,1692653323
543,shache,38.4167,77.2406,302.43,18,75,3.5,CN,1692653324
544,acajutla,13.5928,-89.8275,303.24,70,47,2.91,SV,1692653326
545,yaguajay,22.3272,-79.2378,302.18,74,82,7.65,CU,1692653327
546,kingston,17.997,-76.7936,306.62,71,20,4.63,JM,1692653328
547,itupiranga,-5.1347,-49.3267,305.33,37,50,1.53,BR,1692653329
548,chibougamau,49.9168,-74.3659,292.94,40,100,6.17,CA,1692653330
549,wagar,16.1525,36.2032,303.26,56,100,8.7,SD,1692653331
550,mongagua,-24.0931,-46.6208,296.94,86,7,0.46,BR,1692653090
551,opuwo,-18.0607,13.84,292.9,22,1,1.87,NA,1692653332
552,laibin,23.7,109.2667,298.76,92,100,1.43,CN,1692653333
553,saldanha,-33.0117,17.9442,284.18,88,16,4.96,ZA,1692653334
554,tchintabaraden,15.8969,5.7985,306.71,37,33,3.98,NE,1692653335
555,kapa'a,22.0752,-159.319,302.33,81,100,5.14,US,1692653336
556,loppi,60.7167,24.45,288.57,99,90,1.11,FI,1692653337
557,kisesa,-3.0833,34.15,297.44,34,73,3.2,TZ,1692653338
558,khor,47.8861,134.9464,292.59,98,100,5.58,RU,1692653339
559,jumla,29.2747,82.1838,291.48,98,100,0.36,NP,1692653340
560,kota bharu,6.1333,102.2386,297.12,94,20,2.06,MY,1692653340
561,sierra grande,-41.606,-65.3557,285.41,34,27,12.17,AR,1692653341
562,ujae,8.9322,165.7642,301.75,70,100,6.54,MH,1692653343
563,havre,49.5833,0.3333,292.7,94,0,2.06,FR,1692653344
564,ayaviri,-14.8864,-70.5889,288.76,7,13,1.95,PE,1692653345
565,bol'sherech'ye,56.0925,74.6272,285.87,66,100,5.73,RU,1692653346
566,mejit,10.2753,170.8646,301.04,79,99,5.25,MH,1692653347
567,tutong,4.8,114.65,298.2,90,83,1.72,BN,1692653348
568,abaza,52.655,90.0928,284.98,96,71,1.54,RU,1692653349
569,pacific grove,36.6177,-121.9166,295.05,83,100,10.73,US,1692653350
570,machina,13.1364,10.0492,303.17,46,91,3.59,NG,1692653351
571,zemetchino,53.4973,42.6163,290.05,78,100,1.98,RU,1692653351
572,al farwaniyah,29.2775,47.9586,307.93,74,2,3.7,KW,1692653352
573,spring creek,40.7266,-115.5859,293.32,51,56,8.77,US,1692653353
574,liperi,62.5333,29.3667,284.41,100,0,0.0,FI,1692653354
575,la mana,-0.9333,-79.2167,301.17,73,93,0.29,EC,1692653355
576,yuzhno-kurilsk,44.0306,145.8556,291.13,98,100,3.46,RU,1692653356
577,aromashevo,56.8602,68.6375,285.48,97,99,1.45,RU,1692653358
578,hasaki,35.7333,140.8333,301.09,91,74,2.8,JP,1692653359
579,tsagan aman,47.5639,46.7218,301.48,26,76,3.41,RU,1692653360
580,riohacha,11.5444,-72.9072,303.21,84,20,5.14,CO,1692653361
581,santo tomas chautla,18.95,-98.15,297.86,50,84,1.55,MX,1692653363
582,sayaxche,16.5167,-90.1667,305.68,48,100,0.64,GT,1692653364
583,laguna,38.421,-121.4238,304.36,52,0,7.2,US,1692653261
584,moriki,12.8741,6.4875,301.07,62,60,1.02,NG,1692653366
585,aripuana,-9.1667,-60.6333,311.11,22,9,1.0,BR,1692653367
586,mitsukaido,36.0167,139.9833,303.63,88,47,1.73,JP,1692653367
587,atafu village,-8.5421,-172.5159,301.17,79,22,8.61,TK,1692653368
588,tutoia,-2.7619,-42.2744,299.48,83,54,7.12,BR,1692653369
589,suizhou,31.7111,113.3631,296.49,95,0,0.81,CN,1692653371
590,burang,30.25,81.1667,285.99,84,100,1.61,CN,1692653372
591,san juan,-31.5375,-68.5364,300.73,7,0,15.66,AR,1692653373
592,el tigre,8.8875,-64.2454,302.48,67,100,1.99,VE,1692653374
593,oppdal,62.5943,9.6912,284.95,93,100,0.87,NO,1692653375
594,oranjemund,-28.55,16.4333,286.17,95,14,1.22,NA,1692653376
